Title,Source,Published Date,URL,Content
Can PayPal Compete With Apple Pay?,Motley Fool,2023-05-25T09:30:00Z,https://www.fool.com/investing/2023/05/25/can-paypal-compete-with-apple-pay/,"Apple (AAPL 1.41%), with its deep pockets and innovative technology, is a threat any time it expands into a new market. PayPal (PYPL 1.43%) investors are right to be concerned about the new giant encroaching on its space.

*Stock prices used were the afternoon prices of May 22, 2023. The video was published on May 24, 2023."
MarketWatch: Nvidia barrels toward rare $1 trillion valuation after putting a dollar figure on AI boost,MarketWatch,2023-05-24T22:16:00Z,https://www.marketwatch.com/story/nvidia-barrels-toward-rare-1-trillion-valuation-after-putting-a-dollar-figure-on-ai-boost-443b7d0f,"Nvidia Corp. headed toward market-capitalization gains of nearly $200 billion in after-hours trading Wednesday, which could put the chip maker within sight of becoming only the seventh U.S. company to top a valuation of $1 trillion.

Nvidia shares NVDA jumped 25% in the extended session Wednesday, after executives predicted that revenue would exceed the company’s record by more than 30% in the current quarter. The audacious forecast arrived as tech companies look to jump on advances in artificial intelligence that are largely powered by Nvidia’s computing gear.

Nvidia ended Wednesday’s session with a market cap — the total value of all shares in existence — of roughly $754.3 billion, according to FactSet. A 25% increase would add nearly $189 billion to that total, putting the company within striking distance of $1 trillion. Only six U.S. companies have ever attained a $1 trillion market cap: Apple Inc. AAPL and Microsoft Corp. MSFT are currently worth more than $2 trillion apiece; Google parent Alphabet Inc. GOOGL and Amazon.com Inc. AMZN have valuation of more than $1 trillion; and Facebook parent Meta Platforms Inc. META and Tesla Inc. TSLA have both touched the $1 trillion plateau previously.

For more: From U.S. Steel’s $1 billion market cap to Apple’s $1 trillion — a brief history of valuation milestones

Nvidia’s market cap was ahead of both Meta and Tesla as of Wednesday’s close, with both worth less than $650 billion, showing the potential fleeting nature of such a valuation. Nvidia’s record market cap is $834.4 billion, established on Nov. 29. 2021, according to Dow Jones Market Data.

If Nvidia’s gains hold through Thursday’s trading session, the company could challenge for the largest one-day market-cap gain in history. The biggest currently on record was Amazon’s $191.2 billion increase on Feb. 4, 2022, according to Dow Jones Market Data, followed closely by a $190.9 billion gain by Apple on Nov. 10, 2022. Nvidia also stands to gain more than rival Advanced Micro Devices Inc. AMD is worth in total — AMD ended Wednesday’s session with a market cap of $174.4 billion.

Nvidia is closing in on the rare $1 trillion plateau because of huge gains in its stock this year, as hopes and hype about generative AI have flooded the tech sector. After OpenAI debuted its ChatGPT AI offering, and investor Microsoft quickly integrated the chatbot into many of its services, expectations for the technology have exploded.

Despite the hype, most companies have avoided providing hard figures for revenue gains expected from AI. Nvidia’s fiscal second-quarter forecast — which calls for roughly $11 billion in sales, nearly 33% higher than Nvidia’s previous quarterly record of $8.28 billion — could be seen as the first sign of a wave of fresh spending coursing through the tech sector.

Other companies have indicated that they will be forced to spend to develop their technology before reaping large financial rewards from it. Microsoft, for example, disclosed to investors last month that capital expenditures are increasing as it builds AI capabilities into its Azure cloud-computing platform — spending that is largely going toward Nvidia.

Full earnings coverage: Nvidia stock soars toward all-time high as AI push leads executives to predict record revenue

That is a rather typical path for large jumps in tech spending: Companies that make the necessary hardware see gains before the companies that use that gear can develop offerings that take advantage of it. Other gear makers joined Nvidia in the sharp move higher in after-hours trading Wednesday, including AMD, which gained more than 10%; chip maker Marvell Technology Inc. MRVL, which increased more than 5%; and networking specialist Arista Networks Inc. ANET, which added about 5%.

Alphabet and Microsoft stocks both increased around 2% in after-hours trading, and software companies that have made AI a core part of their offerings also saw gains. Palantir Technologies Inc. PLTR and C3.ai Inc. AI shares both increased more than 8%, for example."
"In One Chart: Stock market’s AI frenzy reinforces this crucial rule for traders, RenMac says",MarketWatch,2023-05-26T15:37:00Z,https://www.marketwatch.com/story/stock-markets-ai-frenzy-reinforces-this-crucial-rule-for-traders-renmac-says-fc248f84,"A mind-blowing Thursday surge by shares of chip maker Nvidia Corp. that fed a frenzy for artificial-intelligence stock market plays reinforces a cardinal rule for traders, said a technician at a top Wall Street research firm.

“Yesterday’s move in NVDA was one for the record books,” said Kevin Dempter, analyst at Renaissance Macro Research, in a Friday note. It also served as an example of the rule the firm preaches above all others, he said, which is to “‘not fear momentum.’”

Shares of Nvidia NVDA, +2.54% jumped 24% Thursday, putting a $1 trillion valuation in sight, after it delivered a blowout earnings forecast centered on soaring demand for chips related to artificial-inteligence applications. That built on an already staggering upside run for the stock, which is up nearly 160% so far in 2023.

Read: Nvidia stock is the most overbought in 18 months, but that doesn’t mean the rally is over

“Just because a strong stock or sector is overbought after a big run doesn’t mean you should sell it. Strength begets strength and the rich get richer, embrace momentum,” Dempter wrote. (See chart below.)

Renaissance Macro Research

Nvidia shares added another 2.5% on Friday, while the megacap-tech-concentrated Nasdaq-100 NDX, +2.58% logged a 3.4% weekly gain, up more than 30% for the year to date. The S&P 500 SPX, +1.30% rose 1.3% Friday, turning positive on the week and up around 9.5% for the year. The Dow Jones Industrial Average DJIA, +1.00% bounced Friday, snapping a five-day losing streak but logging a 1% weekly fall.

See: ‘Unprecedented’ and ‘unfathomable.’ Nvidia makes jaws drop on Wall Street as stock explodes higher.

So should investors chase the rally? Not so fast there, either.

Dempter said RenMac still wouldn’t fade the move, but it might pay now to be patient and let overbought conditions get worked off before looking to add positions.

He noted that the rally comes amid a list of understandable reasons for caution. The breadth — the number of stocks advancing versus declining — continues to weaken, with just 37% of the issues in the broad S&P 1500 index above their 200-day moving average and new 20-day lows outnumbering 20-day highs. The equal-weight measure of the S&P 500 recently witnessed a “dark” or “death” cross in which the 50-day moving average falls below the 200-day moving average.

And the AI rally has some market watchers pondering if another bubble may be in the works.

Fidelity’s MSCI Information Technology ETF FTEC, +2.68% , which allocates 23% to Apple, AAPL, +1.41% 19% to Microsoft MSFT, +2.14% and 6% to Nvidia was up by more than 3.5% Thursday, and 40% since last October 2022 dip. It currently trades 30 times the earnings, while the S&P500’s price-to-earnings ratio is only around 22, noted Ipek Ozkardeskaya, senior analyst at Swissquote Bank, in a note. She observed that Nvidia’s P/E ratio spiked to 219 Thursday.

It all points to a “bubble in the making” for AI-related stocks, she said, warning that it “could soon be time for a correction.”

Dempter said that despite broader market concerns, “we still want to embrace those areas that are breaking out [with] momentum. It may be narrow, but we would remain overweight tech and would stick with the leaders while embracing improving trends in the sector,” he said.

It’s hard to say how the AI boom will play out, but Dempter argued it’s smart to stay long the names that have already benefited most.

Need to Know: AI stocks are soaring but average investors aren’t yet rushing in"
AMZN vs. AAPL: Which Big Tech Stock is Better? - TipRanks,Google News,2023-05-25T21:48:29Z,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRpcHJhbmtzLmNvbS9uZXdzL2FydGljbGUvYW16bi12cy1hYXBsLXdoaWNoLWJpZy10ZWNoLXN0b2NrLWlzLWJldHRlctIBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,"In this piece, I evaluated two big tech stocks, Amazon (NASDAQ:AMZN) and Apple (NASDAQ:AAPL), using TipRanks’ comparison tool to determine which is better. Of course, Amazon and Apple need no introduction. Amazon has exploded 34% year-to-date, bringing its one-year return to 3.5%. Meanwhile, Apple is up 38.7% year-to-date and 21% over the last year. Notably, Apple is trading close to its record high, while Amazon is significantly off its all-time high.

Technology stocks have been broadly outperforming those in other sectors. Although tech names make up several of the highest-weighted names in the S&P 500 (SPX), it has gained about 8% year-to-date versus the tech-heavy Nasdaq’s (NDX) 26% year-to-date gain. Thus, investors might be wondering whether there’s any near-term upside left, so a closer look is in order.

Amazon (NASDAQ:AMZN)

Amazon has faced some issues recently that may be restraining its stock. However, given its long-term stability, a bullish view looks appropriate, as the current restraints on its stock price appear to have created a nice entry point for investors.

It’s long been a challenge to estimate Amazon’s valuation because it has so many moving parts. In addition to the e-commerce business the company is so well-known for, it also has recurring revenue in the form of Prime subscriptions.

Additionally, the Amazon Web Services platform serves numerous companies. Amazon also has its own devices and other branded products for sale on its platform and is developing various technologies, including Alexa, its digital assistant backed by artificial intelligence.

Notably, hedge funds unloaded 10 million shares of Amazon in the last quarter, which is one driver of the sell-off. Still, the company’s Retail segment generated $343 million in operating losses for the first quarter, a massive improvement from the $2.85 billion it lost in the year-ago quarter. Amazon Web Services continues to generate Amazon’s profits, although its operating expenses have risen, just as they have at other tech companies.

Amazon’s net income margin fell into the red for 2022, at -0.5%, but it began to recover in the first quarter, coming in at 0.8% for the last 12 months. As things stand now, it looks like Amazon is starting to recover, which is why its stock is up so much year-to-date. However, it looks like there will be more room to run in the near term.

Even if Amazon shares stagnate temporarily, I believe that buying and holding them for the long term will likely generate solid returns because this company isn’t going anywhere.

What is the Price Target for AMZN Stock?

Amazon has a Strong Buy consensus rating based on 35 Buys, one Hold, and zero Sell ratings assigned over the last three months. At $134.85, the average Amazon stock price target implies upside potential of 17.3%.

Apple (NASDAQ:AAPL)

On the one hand, Apple is one stock many investors buy and hold for the long term. However, on the other, the iPhone maker is trading close to its record high, making Amazon look like the better value option. Since a better entry point appears likely in the near future, a neutral view seems appropriate for Apple, but only in the short term.

Like Amazon, Apple is a stable, steadily-growing technology company. Of course, it’s far more profitable, as it isn’t saddled with an e-commerce business that often loses money and retains ultra-low profits when it’s in the green. However, Apple is trading at a price-to-earnings (P/E) multiple of 29.2 versus its five-year average P/E of 25.4, making it look slightly overvalued.

While hedge funds widely sold Amazon, they gobbled up over 16 million shares of Apple in the last quarter. Warren Buffett‘s Berkshire Hathaway (NYSE:BRK.A) (NYSE:BRK.B) also bought more Apple shares in the last quarter.

What is the Price Target for AAPL Stock?

Apple has a Strong Buy consensus rating based on 22 Buys, five Holds, and one Sell rating assigned over the last three months. At $181.88, the average Apple stock price target implies upside potential of 5.1%.

Conclusion: Bullish on AMZN, Short-Term Neutral on AAPL

At this stage, it’s hard to go wrong with either Amazon or Apple. Many investors consider Amazon and Apple as both stocks they would buy and hold for the long term. Neither company looks like they’re in danger, as they are both stable and growing, but Amazon looks slightly better than Apple in terms of its valuation.

Of course, though, a recession or general downtick in investor sentiment for tech stocks could create better entry points for both.

Disclosure"
Here’s Why Apple (AAPL) Outperformed in Q1,Yahoo Entertainment,2023-05-23T10:29:58Z,https://finance.yahoo.com/news/why-apple-aapl-outperformed-q1-102958851.html,"Fred Alger Management, an investment management company, released its “Alger Spectra Fund” first quarter 2023 investor letter. A copy of the same can be downloaded here. In the first quarter, Class A shares of the fund underperformed the Russell 3000 Growth Index and returned 7.98% (with sales charges) compared to the Index return of 13.85%. Consumer Discretionary and Industrials were the leading contributors to the fund’s relative performance in the quarter, while Information technology and Health care sectors detracted. In addition, you can check the top 5 holdings of the fund to know its best picks in 2023.

Alger Spectra Fund highlighted stocks like Apple Inc. (NASDAQ:AAPL) in the first quarter 2023 investor letter. Headquartered in Cupertino, California, Apple Inc. (NASDAQ:AAPL) is a multinational technology company that designs and manufactures smartphones, personal computers, tablets, wearables, and accessories. On May 22, 2023, Apple Inc. (NASDAQ:AAPL) stock closed at $174.20 per share. One-month return of Apple Inc. (NASDAQ:AAPL) was 6.37%, and its shares gained 24.11% of their value over the last 52 weeks. Apple Inc. (NASDAQ:AAPL) has a market capitalization of $2.74 trillion.

Alger Spectra Fund made the following comment about Apple Inc. (NASDAQ:AAPL) in its Q1 2023 investor letter:

""Apple Inc. (NASDAQ:AAPL) is a leading technology provider in telecommunications, computing, and services. Apple's iOS operating system is the company's unique intellectual property and competitive strength. This software drives particularly tight engagement with consumers and enterprises, which is fostering the growing purchase of high margin services like music, apps, and Apple Pay. While iPhone sales were down year-over-year (YoY). services revenues grew 7% YoY which was slightly above analyst estimates. Company earnings were also better-than-anticipated due to lower input costs, such as memory chips and cost control initiatives. Aside from production disruptions, negative sentiment had also weighed on shares as investors questioned how an economic slowdown would affect consumer demand for Apple products in 2023. However, management projected an acceleration in earnings for the fiscal first quarter, where they noted that iPhone and services growth should remain strong, along with encouraging impacts around product mix, lower input costs, and continued cost controls.""

Apple

brandon-romanchuk-NOFyRmSQfUQ-unsplash

Apple Inc. (NASDAQ:AAPL) is in 8th position on our list of 30 Most Popular Stocks Among Hedge Funds. As per our database, 135 hedge fund portfolios held Apple Inc. (NASDAQ:AAPL) at the end of the fourth quarter which was 140 in the previous quarter.

We discussed Apple Inc. (NASDAQ:AAPL) in another article and shared the list most popular consumer electronics brands. In addition, please check out our hedge fund investor letters Q1 2023 page for more investor letters from hedge funds and other leading investors.

Suggested Articles:

Disclosure: None. This article is originally published at Insider Monkey."
The Moneyist: ‘Her behavior is egregious’: My sister blocked my number. Should I remove her from our $70-per-month family phone plan?,MarketWatch,2023-05-23T18:18:00Z,https://www.marketwatch.com/story/her-behavior-is-egregious-my-sister-blocked-my-number-should-i-remove-her-from-our-70-per-month-family-phone-plan-3db80621,"My sister and I, both adults who are married, have run into some major problems in our relationship with each other. We have always been close but we grew up in a tumultuous household that has left us both with deep emotional scars.

Recently, she has decided to at least, in my opinion, project her emotional baggage onto me. This has resulted in her deciding not to talk to me and blocking my cell number. The core financial issue here is that I pay for the cell phone bill as we are all still on a family plan!

I pay roughly $70 per month, which includes her monthly installment. I think her behavior is egregious — to block my number and expect me to continue paying her bill. I don’t however want to hurt our relationship further as I hope to reconcile. Should I remove her from the plan?

The Other Sister

Dear Sister,

For whatever reason, your sister is angry, and blocking your number is a way of expressing her frustration, but it’s also a way for her to disassociate from the relationship. Blocking you is an easy way to avoid conflict and stress. Pressing the block button is far from an ideal way to manage a relationship, unless you are protecting yourself from an abusive situation or a stalker.

But like many such acts involving technology — blocking you on your iPhone AAPL, +1.41% , unfollowing on Twitter, unfriending on Facebook META, +3.70% — it’s a bold statement and often done in the heat of the moment. One little push of a button can result in an epic fallout for the injured party. But kicking her off the family cell-phone plan will only escalate the situation, and add fuel to the fire.

“‘At some point in life, we need to find the kindest path, particularly if we want that person in our life long-term.’”

At some point in life, we need to find the kindest path, particularly if we want that person in our life long-term. You will never have another sister who will be as beautifully imperfect as this one. You grew up in a dysfunctional household, and you are dealing with the ramifications of that. You may have learned to lash out when you are hurt and retaliate. It creates a cycle of pain.

Someone needs to be the adult you never had growing up. Let that person be you. If your sister is on your family plan, I assume she needs financial support. Pulling the plug on her cell-phone coverage could have far bigger consequences for her than this relationship. She will need her phone for work, and to pay bills, in addition to seeking out support from friends and family.

The knee-jerk reaction would be to kick her off the family plan. But we are also living in an environment of rising inflation, economic uncertainty, and the looming threat of a recession. Write your sister a letter, offering to talk whenever she is ready. But retaliation, especially when it could have serious financial and professional implications for your sister, is not the answer.

“Retaliation, especially when it could have serious financial and professional implications for your sister, is not the answer.” MarketWatch illustration

Check out the Moneyist private Facebook group, where we look for answers to life’s thorniest money issues. Readers write to me with all sorts of dilemmas.

By emailing your questions, you agree to have them published anonymously on MarketWatch. By submitting your story to Dow Jones & Co., the publisher of MarketWatch, you understand and agree that we may use your story, or versions of it, in all media and platforms, including via third parties.

The Moneyist regrets he cannot reply to questions individually.

More from Quentin Fottrell:

‘When I ran it past the missus, she went ballistic’: I want to buy a $40,000 car, but my wife said no. Then things really got weird.

‘I feel used’: My partner stays with me 5 nights a week, even though he owns his own home. Should he pay for utilities and food?

‘Poor people are not stupid’: I grew up in poverty, earned $14 an hour, and inherited $150,000. Here’s what I have learned from my windfall."
Apple closes in on a $3 trillion stock market valuation,Biztoc.com,2023-05-23T12:40:06Z,https://biztoc.com/x/f9e21c1a67616957,"A few more bites out of Apple's (AAPL) stock by investors, and we may find the tech giant's market cap beyond the $3 trillion level.

Shares of the iPhone maker have surged 35% year to date, out-performing the S&P 500 pedestrian's 9% gain. Apple is the fourth-best performing component of the closely tracked FAANG (Facebook, Apple, Amazon, Netflix, Google) complex, lagging the…

This story appeared on yahoo.com , 2023-05-23."
Apple Inks Multibillion-Dollar Wireless-Chip Supply Deal With Broadcom,Biztoc.com,2023-05-24T02:08:16Z,https://biztoc.com/x/4a27e0b7f00f883e,"Consumer electronics giant Apple (AAPL) on Tuesday announced a multiyear, multibillion-dollar agreement with Broadcom (AVGO) for the chipmaker to supply 5G wireless components. Apple stock fell and AVGO stock rose on Tuesday.







X







&

In a news release, Apple said it is collaborating with Broadcom to develop 5G radio-frequency components — including FBAR filters —…

This story appeared on investors.com , 2023-05-23."
Apple Inks Multibillion-Dollar Wireless-Chip Supply Deal With Broadcom,Biztoc.com,2023-05-23T15:58:05Z,https://biztoc.com/x/08284a26728243c7,"Consumer electronics giant Apple (AAPL) on Tuesday announced a multiyear, multibillion-dollar agreement with Broadcom (AVGO) for the chipmaker to supply 5G wireless components. Apple stock fell and AVGO stock rose on Tuesday.

In a news release, Apple said it is collaborating with Broadcom to develop 5G radio-frequency components — including FBAR filters — and ""cutting-edge…

This story appeared on investors.com , 2023-05-23."
Goldman: Mutual Funds Flood Into MegaTech Stocks As They Start Cutting Cash Allocations,Biztoc.com,2023-05-25T17:44:05Z,https://biztoc.com/x/e1a917b32123fdfa,"Goldman: Mutual Funds Flood Into MegaTech Stocks As They Start Cutting Cash Allocations



Even before the NVDA blowout earnings report, Goldman flow trader John Flood wrote yesterday that on the bank's trading desk he had seen consistent Mutual Fund buyers in supercap tech over the last 3 weeks, ever since AAPL made it 5 for 5 in regards to MAGMA earnings beats (all that was…

This story appeared on zerohedge.com , 2023-05-25."
